coin_name,spider_web,virtual_drop_A,virtual_drop_B,time_A,time_B,condition,func
ETC,binance,3.503,1.821,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SAGA,binance,1.367,2.429,11-26 05:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
AI,binance,1.169,2.413,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
BAKE,binance,3.162,2.064,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
FIS,binance,3.020,1.627,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MKR,binance,1.668,1.451,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XAI,binance,3.205,1.308,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1000SATS,binance,1.180,2.176,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
BAKE,binance,3.162,2.064,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XAI,binance,3.205,1.308,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SSV,binance,1.163,1.293,11-26 03:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
SYS,binance,3.223,2.167,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
1000SATS,binance,1.180,2.176,11-26 05:00,11-26 19:00,change <=-0.7,apply_condition_1_to_func_1_base
API3,binance,3.447,2.260,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ETC,binance,3.503,1.821,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
GALA,binance,3.440,1.131,11-26 06:00,11-26 12:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
ETC,binance,3.503,1.821,11-26 06:00,11-26 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDEX,binance,2.187,1.252,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POL,binance,2.939,1.117,11-26 06:00,11-27 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POL,binance,2.939,1.117,11-26 06:00,11-27 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDEX,binance,2.187,1.252,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
IDEX,binance,2.187,1.252,11-26 06:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.678,1.192,11-26 12:00,11-27 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.678,1.192,11-26 12:00,11-27 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
XLM,binance,1.678,1.192,11-26 12:00,11-27 02:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
THETA,binance,1.939,1.414,11-27 01:00,11-27 10:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
MANA,binance,1.444,1.163,11-26 17:00,11-27 10:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
THETA,binance,1.939,1.414,11-27 01:00,11-27 10:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
THETA,binance,1.939,1.414,11-27 01:00,11-27 10:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EML,inversting,1.445,7.087,11-26 22:00,11-27 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EML,inversting,1.445,7.087,11-26 22:00,11-27 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EML,inversting,1.445,7.087,11-26 22:00,11-27 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EML,inversting,1.445,7.087,11-26 22:00,11-27 14:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POWR,inversting,3.262,1.580,11-26 19:00,11-26 20:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,inversting,3.938,2.003,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
OG,binance,4.680,2.225,11-26 20:00,11-26 22:00,change <=-0.7,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
UFT,inversting,3.033,1.176,11-27 00:00,11-27 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
EML,inversting,1.445,1.772,11-26 22:00,11-27 19:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.253,1.953,11-26 22:00,11-27 03:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.253,1.953,11-26 22:00,11-27 03:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
PNUT,binance,1.963,1.953,11-26 20:00,11-27 03:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
POND,binance,2.629,1.421,11-27 05:00,11-27 09:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,1.785,2.225,11-26 21:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,binance,1.785,2.225,11-26 21:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
OG,inversting,1.643,2.003,11-26 21:00,11-26 22:00,A或者B前6小时存在跌幅 <= -2.4%,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
NUT,inversting,8.421,7.447,11-27 14:00,11-27 15:00,change <=-0.7,apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,4.302,11-27 20:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(inversting),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,4.302,11-27 20:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(inversting),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,4.302,11-27 20:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(inversting),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,4.302,11-27 20:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
FRED,inversting,2.187,2.041,11-27 20:00,11-27 22:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,5.210,11-27 19:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,4.302,11-27 20:00,11-27 23:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
EML,inversting,7.087,1.264,11-27 14:00,11-27 21:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
EML,inversting,7.087,1.264,11-27 14:00,11-27 21:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
EML,inversting,7.087,1.264,11-27 14:00,11-27 21:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,2.691,2.032,11-27 15:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,2.691,2.032,11-27 15:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
THEn,inversting,2.413,5.039,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
DAG,inversting,2.683,1.575,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
DAG,inversting,2.683,1.575,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
DAG,inversting,2.683,1.575,11-28 02:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,2.691,2.032,11-27 15:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,2.691,2.032,11-27 15:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,2.691,2.032,11-27 15:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,6.259,2.032,11-27 13:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,6.259,2.032,11-27 13:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
NIKO,inversting,6.259,2.032,11-27 13:00,11-28 03:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
COREUM,inversting,3.834,5.263,11-28 01:00,11-28 05:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
QUBIC,inversting,5.017,3.846,11-27 23:00,11-28 01:00,change <=-0.7(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
LISTA,inversting,2.361,1.663,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
LISTA,inversting,2.361,1.663,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,1.240,11-27 19:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,1.240,11-27 19:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
CHILLGUY,inversting,3.618,1.240,11-27 19:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
QUBIC,inversting,5.017,3.846,11-27 23:00,11-28 01:00,change <=-0.7(other),apply_condition_1_to_func_1_base
QUBIC,inversting,5.017,3.846,11-27 23:00,11-28 01:00,change <=-0.7(other),apply_condition_1_to_func_1_base
LISTA,inversting,2.361,1.663,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
QUBIC,inversting,5.017,3.846,11-27 23:00,11-28 01:00,change <=-0.7(other),apply_condition_1_to_func_1_base
SWELL,inversting,1.369,1.877,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
SWELL,inversting,1.369,1.877,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
SWELL,inversting,1.369,1.877,11-28 02:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PIKA,inversting,16.000,5.882,11-28 05:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PIKA,inversting,16.000,5.882,11-28 05:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PIKA,inversting,16.000,5.882,11-28 05:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
COREUM,inversting,3.834,3.571,11-28 01:00,11-28 12:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
VVAIFU,inversting,1.771,2.363,11-27 20:00,11-28 09:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
PUFFER,inversting,1.113,1.805,11-28 05:00,11-28 08:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
METIS,binance,1.300,1.116,11-28 07:00,11-28 11:00,A或者B前6小时存在跌幅 <= -2.5%(binance),apply_condition_1_to_func_1_base
METIS,binance,1.300,1.116,11-28 07:00,11-28 11:00,A或者B前6小时存在跌幅 <= -2.5%(binance),apply_condition_1_to_func_1_base
METIS,binance,1.300,1.116,11-28 07:00,11-28 11:00,A或者B前6小时存在跌幅 <= -2.5%(binance),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
BILLY,inversting,1.512,1.366,11-27 17:00,11-28 11:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
MAVIA,inversting,1.512,1.420,11-28 09:00,11-28 14:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
METIS,binance,1.300,1.116,11-28 07:00,11-28 11:00,A或者B前6小时存在跌幅 <= -2.5%(binance),apply_condition_1_to_func_1_base
MAVIA,inversting,1.512,1.420,11-28 09:00,11-28 14:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
MAVIA,inversting,1.512,1.420,11-28 09:00,11-28 14:00,A或者B前6小时存在跌幅 <= -4%(other),apply_condition_1_to_func_1_base
